Sex,Age,Height,Weight,Year,Season,HostCity,Sport,MedalType,AthleteCountry,HostRegion,AthleteRegion,SportType
F,29,168,64,2010,Winter,Vancouver,Skiing,Gold,Norway,North America,Europe,Snow
F,29,164,55,2008,Summer,Beijing,Football,Bronze,Germany,Asia,Europe,Ball
M,27,177,77,2016,Summer,Rio de Janeiro,Others,Silver,Others,South America,Asia,Ball
M,20,160,49,2008,Summer,Beijing,Football,Gold,Argentina,Asia,South America,Ball
M,20,160,48,1984,Summer,Los Angeles,Boxing,Bronze,Others,North America,South America,Combat
F,28,160,49,2014,Winter,Sochi,MultiSport Race,Bronze,Belarus,Europe,Europe,Race
M,28,193,93,2012,Summer,London,Fencing,Gold,Italy,Europe,Europe,Combat
M,20,180,74,1992,Summer,Barcelona,Fencing,Gold,Russia,Europe,Europe,Combat
M,23,190,89,2008,Summer,Beijing,Hockey,Gold,Germany,Asia,Europe,Ball
F,24,179,65,2004,Summer,Athina,Volleyball,Gold,China,Europe,Asia,Ball
M,26,186,80,1980,Summer,Moskva,Water Polo,Bronze,Hungary,Europe,Europe,Water
M,26,187,83,1996,Summer,Atlanta,Water Polo,Gold,Spain,North America,Europe,Water
M,24,177,54,1988,Winter,Calgary,Skiing,Gold,Finland,North America,Europe,Snow
F,26,156,51,1960,Summer,Roma,Gymnastics,Bronze,Romania,Europe,Europe,Acrobatic
F,34,170,65,2004,Summer,Athina,Canoeing,Bronze,Ukraine,Europe,Europe,Boat
F,29,158,48,2014,Winter,Sochi,Skiing,Silver,France,Europe,Europe,Snow
M,26,195,86,2004,Summer,Athina,Rowing,Bronze,Australia,Europe,Oceania,Boat
F,32,164,52,2004,Summer,Athina,Hockey,Silver,Netherlands,Europe,Europe,Ball
F,16,175,64,1980,Summer,Moskva,Swimming,Gold,Germany,Europe,Europe,Water
M,34,179,76,2002,Winter,Salt Lake City,MultiSport Race,Silver,Germany,North America,Europe,Race
M,28,185,92,1980,Winter,others,Others,Gold,Germany,North America,Europe,Ice
M,27,185,81,2012,Summer,London,Boxing,Gold,Russia,Europe,Europe,Combat
M,23,172,62,2014,Winter,Sochi,Skiing,Silver,Germany,Europe,Europe,Snow
M,31,183,92,2008,Summer,Beijing,Others,Gold,South Korea,Asia,Asia,Ball
F,25,152,42,2000,Summer,Sydney,Track&Field,Silver,Others,Oceania,Africa,Race
F,23,160,58,2012,Summer,London,Others,Bronze,Ukraine,Europe,Europe,Others
M,29,190,94,2000,Summer,Sydney,Rowing,Bronze,Croatia,Oceania,Europe,Boat
M,23,191,90,1960,Summer,Roma,Rowing,Gold,Germany,Europe,Europe,Boat
F,23,165,57,1980,Winter,others,Skiing,Silver,Others,North America,Europe,Snow
F,24,165,48,2012,Summer,London,Track&Field,Gold,Others,Europe,Africa,Race
M,36,188,100,2010,Winter,Vancouver,Others,Gold,Germany,North America,Europe,Ice
M,24,190,90,1960,Summer,Roma,Basketball,Bronze,Brazil,Europe,South America,Ball
F,21,156,52,1976,Summer,Montreal,Others,Bronze,Russia,North America,Europe,Target
F,29,202,85,2008,Summer,Beijing,Basketball,Bronze,Russia,Asia,Europe,Ball
M,18,160,62,1988,Summer,Seoul,Gymnastics,Silver,Germany,Asia,Europe,Acrobatic
F,19,165,70,2010,Winter,Vancouver,Hockey,Bronze,Finland,North America,Europe,Ice
M,20,170,65,2006,Winter,Torino,Skating,Gold,South Korea,Europe,Asia,Ice
M,26,175,78,2000,Summer,Sydney,Canoeing,Bronze,Hungary,Oceania,Europe,Boat
F,19,162,75,2012,Summer,London,Others,Gold,Others,Europe,Asia,Others
F,28,172,71,2016,Summer,Rio de Janeiro,Football,Bronze,Canada,South America,North America,Ball
F,26,171,67,1992,Summer,Barcelona,Fencing,Gold,Italy,Europe,Europe,Combat
M,38,185,83,1960,Summer,Roma,Fencing,Gold,Italy,Europe,Europe,Combat
M,24,175,80,1994,Winter,Lillehammer,Skiing,Bronze,France,Europe,Europe,Snow
M,27,183,78,1976,Summer,Montreal,Cycling,Gold,Germany,North America,Europe,Others
F,22,165,55,1976,Summer,Montreal,Track&Field,Bronze,Germany,North America,Europe,Race
M,21,182,82,1992,Summer,Barcelona,Fencing,Silver,Cuba,Europe,North America,Combat
F,22,167,70,2008,Summer,Beijing,Canoeing,Bronze,Australia,Asia,Oceania,Boat
M,25,170,66,1952,Summer,others,Boxing,Gold,Poland,Europe,Europe,Combat
M,33,178,80,1994,Winter,Lillehammer,Hockey,Gold,Sweden,Europe,Europe,Ice
F,23,174,57,2016,Summer,Rio de Janeiro,Others,Bronze,Others,South America,Africa,Combat
M,29,186,85,2004,Summer,Athina,Others,Bronze,Japan,Europe,Asia,Ball
M,22,187,95,1998,Winter,Nagano,Hockey,Bronze,Finland,Asia,Europe,Ice
M,20,179,72,1996,Summer,Atlanta,Cycling,Silver,Russia,North America,Europe,Others
M,22,175,63,1924,Summer,others,Track&Field,Silver,Switzerland,Europe,Europe,Race
M,22,170,70,2008,Summer,Beijing,Football,Bronze,Brazil,Asia,South America,Ball
M,22,194,96,1988,Winter,Calgary,Hockey,Bronze,Sweden,North America,Europe,Ice
F,29,175,67,2000,Summer,Sydney,Handball,Gold,Denmark,Oceania,Europe,Ball
F,21,175,73,1996,Summer,Atlanta,Canoeing,Gold,Germany,North America,Europe,Boat
F,21,168,58,2014,Winter,Sochi,Skating,Bronze,South Korea,Europe,Asia,Ice
F,21,176,70,1988,Summer,Seoul,Swimming,Bronze,Germany,Asia,Europe,Water
F,28,161,60,1980,Summer,Moskva,Fencing,Bronze,Hungary,Europe,Europe,Combat
M,25,165,60,1964,Summer,Tokyo,Gymnastics,Gold,Japan,Asia,Asia,Acrobatic
M,33,193,85,1996,Summer,Atlanta,Water Polo,Bronze,Italy,North America,Europe,Water
M,26,178,75,2000,Summer,Sydney,Fencing,Silver,China,Oceania,Asia,Combat
M,22,178,79,1994,Winter,Lillehammer,Hockey,Silver,Canada,Europe,North America,Ice
M,25,190,75,1980,Winter,others,Skiing,Silver,Norway,North America,Europe,Snow
M,25,170,74,2016,Summer,Rio de Janeiro,Wrestling,Bronze,Others,South America,Asia,Combat
M,31,180,68,1968,Winter,others,MultiSport Race,Gold,Norway,Europe,Europe,Race
M,24,167,66,2004,Summer,Athina,Judo,Bronze,Cuba,Europe,North America,Combat
M,40,178,65,2014,Winter,Sochi,MultiSport Race,Gold,Norway,Europe,Europe,Race
M,28,183,110,2006,Winter,Torino,Others,Bronze,Switzerland,Europe,Europe,Ice
M,30,180,93,1972,Summer,Munich,Judo,Bronze,Brazil,Europe,South America,Combat
M,21,165,66,1964,Summer,Tokyo,Wrestling,Silver,Russia,Asia,Europe,Combat
F,25,185,105,1976,Summer,Montreal,Track&Field,Silver,Bulgaria,North America,Europe,Race
F,25,178,73,2016,Summer,Rio de Janeiro,Handball,Bronze,Norway,South America,Europe,Ball
F,27,154,52,2000,Summer,Sydney,Judo,Gold,Cuba,Oceania,North America,Combat
F,28,168,76,2010,Winter,Vancouver,Hockey,Gold,Canada,North America,North America,Ice
M,24,188,88,1984,Summer,Los Angeles,Water Polo,Gold,Serbia,North America,Europe,Water
M,27,172,75,1972,Summer,Munich,Canoeing,Silver,Romania,Europe,Europe,Boat
M,24,207,106,1988,Summer,Seoul,Basketball,Gold,Russia,Asia,Europe,Ball
M,26,170,68,1976,Summer,Montreal,Others,Bronze,Poland,North America,Europe,Target
M,24,184,72,1964,Winter,Innsbruck,Skiing,Gold,Sweden,Europe,Europe,Snow
F,19,168,56,1972,Summer,Munich,Track&Field,Gold,Germany,Europe,Europe,Race
M,29,166,57,1988,Summer,Seoul,Sailing,Gold,France,Asia,Europe,Boat
M,35,195,101,2000,Summer,Sydney,Handball,Silver,Sweden,Oceania,Europe,Ball
F,19,157,55,1992,Winter,Albertville,Skating,Bronze,Others,Europe,Asia,Ice
M,27,181,78,1964,Summer,Tokyo,Water Polo,Silver,Serbia,Asia,Europe,Water
F,26,170,57,1988,Summer,Seoul,Track&Field,Bronze,Germany,Asia,Europe,Race
M,27,196,90,1996,Summer,Atlanta,Canoeing,Silver,Norway,North America,Europe,Boat
M,20,177,70,1980,Summer,Moskva,MultiSport Race,Gold,Russia,Europe,Europe,Race
M,22,194,94,2016,Summer,Rio de Janeiro,Handball,Bronze,Germany,South America,Europe,Ball
F,32,167,60,2004,Summer,Athina,Cycling,Bronze,Germany,Europe,Europe,Others
M,33,200,102,2008,Summer,Beijing,Volleyball,Bronze,Brazil,Asia,South America,Ball
M,21,175,75,1980,Summer,Moskva,Hockey,Bronze,Russia,Europe,Europe,Ball
F,37,162,63,2012,Summer,London,Basketball,Bronze,Australia,Europe,Oceania,Ball
M,23,172,67,1968,Summer,Mexico City,Swimming,Silver,Russia,North America,Europe,Water
F,24,157,56,1998,Winter,Nagano,Hockey,Silver,Canada,Asia,North America,Ice
F,27,178,77,2006,Winter,Torino,Hockey,Gold,Canada,Europe,North America,Ice
F,23,178,68,1992,Summer,Barcelona,Basketball,Silver,China,Europe,Asia,Ball
M,26,184,80,1980,Summer,Moskva,Handball,Gold,Germany,Europe,Europe,Ball
F,24,164,52,2004,Summer,Athina,Track&Field,Silver,Russia,Europe,Europe,Race
M,42,172,69,2012,Summer,London,Equestrianism,Bronze,Others,Europe,Asia,Others
M,28,177,74,1964,Summer,Tokyo,Football,Silver,Czech Republic,Asia,Europe,Ball
M,28,180,83,1992,Summer,Barcelona,Hockey,Silver,Australia,Europe,Oceania,Ball
F,24,167,65,1996,Summer,Atlanta,Hockey,Gold,Australia,North America,Oceania,Ball
M,24,170,70,1980,Winter,others,Hockey,Silver,Russia,North America,Europe,Ice
F,25,173,60,2012,Summer,London,Others,Gold,China,Europe,Asia,Ball
M,19,179,83,1964,Summer,Tokyo,Canoeing,Silver,Netherlands,Asia,Europe,Boat
M,27,193,90,1984,Summer,Los Angeles,Water Polo,Bronze,Germany,North America,Europe,Water
M,26,183,86,1956,Summer,Melbourne,Rowing,Bronze,Finland,Oceania,Europe,Boat
M,20,180,84,1984,Winter,others,Others,Bronze,Russia,Europe,Europe,Ice
M,21,162,59,2000,Summer,Sydney,Gymnastics,Gold,China,Oceania,Asia,Acrobatic
M,24,187,83,1980,Summer,Moskva,Handball,Silver,Russia,Europe,Europe,Ball
M,26,173,73,2000,Summer,Sydney,Hockey,Gold,Netherlands,Oceania,Europe,Ball
M,32,194,104,2016,Summer,Rio de Janeiro,Handball,Silver,France,South America,Europe,Ball
F,19,165,44,2016,Summer,Rio de Janeiro,Gymnastics,Gold,Russia,South America,Europe,Acrobatic
M,28,193,107,2002,Winter,Salt Lake City,Hockey,Gold,Canada,North America,North America,Ice
F,21,168,63,2008,Summer,Beijing,Canoeing,Silver,Hungary,Asia,Europe,Boat
M,39,185,100,2006,Winter,Torino,Others,Gold,Canada,Europe,North America,Ice
M,21,187,90,1968,Summer,Mexico City,Rowing,Gold,Germany,North America,Europe,Boat
M,29,178,72,2004,Summer,Athina,Swimming,Bronze,Italy,Europe,Europe,Water
M,33,183,89,1972,Summer,Munich,Sailing,Gold,Australia,Europe,Oceania,Boat
M,32,178,77,1980,Winter,others,Hockey,Silver,Russia,North America,Europe,Ice
M,26,176,69,2004,Summer,Athina,Track&Field,Bronze,Spain,Europe,Europe,Race
F,29,174,71,1964,Summer,Tokyo,Volleyball,Bronze,Poland,Asia,Europe,Ball
F,21,183,73,2004,Summer,Athina,Others,Gold,China,Europe,Asia,Combat
F,19,158,46,1980,Summer,Moskva,Gymnastics,Bronze,Russia,Europe,Europe,Acrobatic
M,34,175,71,2016,Summer,Rio de Janeiro,Others,Gold,Spain,South America,Europe,Ball
M,26,180,85,1992,Summer,Barcelona,Wrestling,Gold,Russia,Europe,Europe,Combat
M,20,200,84,1960,Summer,Roma,Basketball,Silver,Russia,Europe,Europe,Ball
F,22,183,71,2012,Summer,London,Swimming,Gold,France,Europe,Europe,Water
F,30,164,54,2004,Summer,Athina,Fencing,Gold,Italy,Europe,Europe,Combat
F,26,160,58,1968,Summer,Mexico City,Gymnastics,Gold,Czech Republic,North America,Europe,Acrobatic
F,31,160,58,2000,Summer,Sydney,Cycling,Silver,Russia,Oceania,Europe,Others
M,26,190,100,2012,Summer,London,Water Polo,Gold,Croatia,Europe,Europe,Water
M,23,171,91,1992,Summer,Barcelona,Boxing,Gold,Cuba,Europe,North America,Combat
M,42,171,62,1980,Summer,Moskva,Track&Field,Bronze,Russia,Europe,Europe,Race
M,21,178,73,2006,Winter,Torino,Skiing,Bronze,Russia,Europe,Europe,Snow
M,21,165,57,1964,Summer,Tokyo,Wrestling,Gold,Japan,Asia,Asia,Combat
F,16,170,66,1980,Summer,Moskva,Swimming,Bronze,Russia,Europe,Europe,Water
M,27,186,80,1992,Summer,Barcelona,Sailing,Gold,France,Europe,Europe,Boat
M,24,180,79,1956,Winter,others,Hockey,Gold,Russia,Europe,Europe,Ice
F,21,167,55,2004,Summer,Athina,Football,Bronze,Germany,Europe,Europe,Ball
M,22,171,64,2000,Summer,Sydney,Gymnastics,Bronze,Ukraine,Oceania,Europe,Acrobatic
M,22,189,85,1968,Summer,Mexico City,Canoeing,Silver,Russia,North America,Europe,Boat
F,26,173,61,2016,Summer,Rio de Janeiro,Fencing,Gold,Russia,South America,Europe,Combat
M,25,172,65,1964,Summer,Tokyo,Track&Field,Bronze,France,Asia,Europe,Race
M,27,204,100,2016,Summer,Rio de Janeiro,Volleyball,Silver,Italy,South America,Europe,Ball
F,32,180,71,2008,Summer,Beijing,Handball,Bronze,South Korea,Asia,Asia,Ball
F,21,175,63,2004,Summer,Athina,Swimming,Gold,Australia,Europe,Oceania,Water
M,20,173,67,2000,Summer,Sydney,Football,Bronze,Others,Oceania,South America,Ball
F,30,170,74,1972,Summer,Munich,Volleyball,Gold,Russia,Europe,Europe,Ball
M,26,172,70,1968,Winter,others,Hockey,Gold,Russia,Europe,Europe,Ice
M,23,200,100,2000,Summer,Sydney,Rowing,Gold,Italy,Oceania,Europe,Boat
M,23,180,78,2008,Summer,Beijing,Judo,Silver,South Korea,Asia,Asia,Combat
M,23,196,101,2000,Summer,Sydney,Rowing,Bronze,Germany,Oceania,Europe,Boat
M,25,183,78,2000,Summer,Sydney,Cycling,Silver,Ukraine,Oceania,Europe,Others
M,22,192,88,1988,Winter,Calgary,Skating,Gold,Russia,North America,Europe,Ice
M,22,183,82,1976,Summer,Montreal,Canoeing,Silver,Hungary,North America,Europe,Boat
F,16,145,38,1988,Summer,Seoul,Gymnastics,Silver,Romania,Asia,Europe,Acrobatic
F,23,173,55,1960,Summer,Roma,Track&Field,Silver,Australia,Europe,Oceania,Race
M,24,180,81,2000,Summer,Sydney,Judo,Silver,South Korea,Oceania,Asia,Combat
F,22,175,62,2008,Summer,Beijing,Fencing,Silver,China,Asia,Asia,Combat
F,24,159,55,1960,Summer,Roma,Gymnastics,Gold,Russia,Europe,Europe,Acrobatic
M,20,189,87,1968,Summer,Mexico City,Swimming,Silver,Australia,North America,Oceania,Water
F,29,164,50,2004,Summer,Athina,Track&Field,Silver,Russia,Europe,Europe,Race
F,29,170,55,1992,Summer,Barcelona,Hockey,Gold,Spain,Europe,Europe,Ball
F,20,179,74,1980,Summer,Moskva,Basketball,Bronze,Serbia,Europe,Europe,Ball
F,30,164,67,2008,Summer,Beijing,Others,Gold,China,Asia,Asia,Target
F,26,166,53,1968,Winter,others,Skating,Gold,Finland,Europe,Europe,Ice
F,26,165,55,1996,Summer,Atlanta,Football,Silver,China,North America,Asia,Ball
F,25,162,58,1960,Summer,Roma,Gymnastics,Bronze,Romania,Europe,Europe,Acrobatic
F,25,188,83,1980,Summer,Moskva,Rowing,Gold,Germany,Europe,Europe,Boat
M,24,185,73,2004,Summer,Athina,Swimming,Silver,Netherlands,Europe,Europe,Water
F,25,180,72,1988,Summer,Seoul,Volleyball,Bronze,China,Asia,Asia,Ball
M,25,171,72,1984,Winter,others,Skating,Bronze,Canada,Europe,North America,Ice
F,15,157,44,1988,Summer,Seoul,Gymnastics,Bronze,Russia,Asia,Europe,Acrobatic
M,28,176,70,1984,Summer,Los Angeles,Fencing,Bronze,France,North America,Europe,Combat
F,18,174,55,1976,Summer,Montreal,Fencing,Silver,France,North America,Europe,Combat
M,22,190,85,1980,Summer,Moskva,Rowing,Silver,Russia,Europe,Europe,Boat
M,22,180,58,2012,Summer,London,Track&Field,Silver,Others,Europe,Africa,Race
M,25,162,56,1976,Summer,Montreal,Gymnastics,Gold,Japan,North America,Asia,Acrobatic
F,29,183,104,2004,Summer,Athina,Track&Field,Gold,Cuba,Europe,North America,Race
M,23,179,82,1994,Winter,Lillehammer,Hockey,Gold,Sweden,Europe,Europe,Ice
M,27,165,56,1984,Summer,Los Angeles,Others,Bronze,Others,North America,Asia,Others
M,28,204,108,2008,Summer,Beijing,Handball,Bronze,Spain,Asia,Europe,Ball
M,28,190,80,1992,Winter,Albertville,Skating,Gold,Norway,Europe,Europe,Ice
F,17,166,55,1972,Summer,Munich,Gymnastics,Bronze,Hungary,Europe,Europe,Acrobatic
M,23,189,83,1964,Summer,Tokyo,Basketball,Bronze,Brazil,Asia,South America,Ball
F,22,171,63,1996,Summer,Atlanta,Swimming,Gold,Australia,North America,Oceania,Water
M,37,181,85,1996,Summer,Atlanta,Others,Gold,Russia,North America,Europe,Target
M,25,174,72,2010,Winter,Vancouver,Skiing,Silver,Norway,North America,Europe,Snow
M,30,183,76,1996,Summer,Atlanta,Football,Bronze,Brazil,North America,South America,Ball
F,24,172,58,1988,Summer,Seoul,Fencing,Bronze,Hungary,Asia,Europe,Combat
M,26,179,77,2000,Summer,Sydney,Fencing,Silver,France,Oceania,Europe,Combat
M,24,165,57,1968,Summer,Mexico City,Wrestling,Silver,Romania,North America,Europe,Combat
M,23,186,75,1984,Summer,Los Angeles,Boxing,Bronze,Others,North America,North America,Combat
F,27,174,61,2016,Summer,Rio de Janeiro,Swimming,Bronze,Denmark,South America,Europe,Water
M,30,186,83,1988,Summer,Seoul,Equestrianism,Gold,Germany,Asia,Europe,Others
M,37,167,74.5,1932,Summer,Los Angeles,Others,Silver,Italy,North America,Europe,Others
F,18,170,64,1972,Summer,Munich,Swimming,Bronze,Hungary,Europe,Europe,Water
F,18,166,62,1984,Summer,Los Angeles,Others,Silver,China,North America,Asia,Target
M,26,175,66,2012,Summer,London,Wrestling,Bronze,Others,Europe,Europe,Combat
M,28,167,66,2008,Summer,Beijing,Judo,Bronze,Cuba,Asia,North America,Combat
F,23,168,56,1984,Winter,others,Skiing,Silver,France,Europe,Europe,Snow
F,27,172,60,2012,Summer,London,Handball,Gold,Norway,Europe,Europe,Ball
F,21,172,65,2016,Summer,Rio de Janeiro,Others,Gold,Australia,South America,Oceania,Ball
F,23,180,78,1976,Summer,Montreal,Rowing,Bronze,Russia,North America,Europe,Boat
M,32,193,95,1996,Summer,Atlanta,Basketball,Bronze,Others,North America,Europe,Ball
F,22,183,105,2008,Summer,Beijing,Track&Field,Bronze,China,Asia,Asia,Race
M,26,180,90,2008,Summer,Beijing,Judo,Bronze,Brazil,Asia,South America,Combat
F,28,163,57,2016,Summer,Rio de Janeiro,Judo,Bronze,Japan,South America,Asia,Combat
F,22,176,72,1980,Summer,Moskva,Rowing,Gold,Germany,Europe,Europe,Boat
F,23,158,50,1968,Winter,others,Skiing,Bronze,France,Europe,Europe,Snow
F,30,174,68,2012,Summer,London,Canoeing,Bronze,Hungary,Europe,Europe,Boat
M,30,160,65,1964,Summer,Tokyo,Gymnastics,Bronze,Germany,Asia,Europe,Acrobatic
M,26,165,75,1960,Summer,Roma,Others,Gold,Russia,Europe,Europe,Others
M,28,167,60,1976,Summer,Montreal,Hockey,Silver,Australia,North America,Oceania,Ball
M,23,182,140,1980,Summer,Moskva,Judo,Bronze,Hungary,Europe,Europe,Combat
M,25,187,90,1992,Summer,Barcelona,Others,Bronze,Japan,Europe,Asia,Ball
M,26,190,72,1992,Summer,Barcelona,Sailing,Gold,Spain,Europe,Europe,Boat
M,26,172,70,1952,Summer,others,MultiSport Race,Bronze,Finland,Europe,Europe,Race
M,21,182,75,1960,Summer,Roma,Sailing,Gold,Norway,Europe,Europe,Boat
M,26,179,78,2004,Summer,Athina,Football,Gold,Argentina,Europe,South America,Ball
F,27,165,58,1988,Winter,Calgary,Skating,Bronze,Germany,North America,Europe,Ice
M,20,176,73,1972,Summer,Munich,Cycling,Silver,Australia,Europe,Oceania,Others
F,19,164,65,2004,Summer,Athina,Others,Silver,South Korea,Europe,Asia,Target
M,22,192,80,2000,Summer,Sydney,Track&Field,Gold,Germany,Oceania,Europe,Race
M,24,187,93,1976,Summer,Montreal,Rowing,Gold,Russia,North America,Europe,Boat
M,26,163,54,2000,Summer,Sydney,Wrestling,Bronze,Others,Oceania,Asia,Combat
M,24,175,58,1984,Summer,Los Angeles,Track&Field,Gold,Others,North America,Africa,Race
M,20,155,51,1960,Summer,Roma,Boxing,Silver,Russia,Europe,Europe,Combat
M,25,182,87,1988,Summer,Seoul,Others,Gold,Russia,Asia,Europe,Target
F,22,185,80,1980,Summer,Moskva,Basketball,Gold,Russia,Europe,Europe,Ball
M,26,180,72,1972,Summer,Munich,MultiSport Race,Silver,Hungary,Europe,Europe,Race
M,33,175,58,1964,Summer,Tokyo,Hockey,Gold,India,Asia,Asia,Ball
M,21,172,63,1980,Summer,Moskva,Track&Field,Bronze,France,Europe,Europe,Race
F,27,182,80,2008,Summer,Beijing,Track&Field,Gold,Czech Republic,Asia,Europe,Race
M,27,179,79,1960,Summer,Roma,Fencing,Bronze,Russia,Europe,Europe,Combat
M,20,183,88,1976,Summer,Montreal,Canoeing,Bronze,Germany,North America,Europe,Boat
M,32,185,75,2004,Summer,Athina,Rowing,Gold,Denmark,Europe,Europe,Boat
F,31,182,69,2012,Summer,London,Track&Field,Gold,Russia,Europe,Europe,Race
M,20,168,64,1980,Summer,Moskva,Gymnastics,Bronze,Hungary,Europe,Europe,Acrobatic
F,24,170,56,2006,Winter,Torino,MultiSport Race,Bronze,France,Europe,Europe,Race
F,22,177,66,2002,Winter,Salt Lake City,Hockey,Bronze,Sweden,North America,Europe,Ice
F,17,180,112,2000,Summer,Sydney,Track&Field,Gold,Poland,Oceania,Europe,Race
M,29,165,65.5,1964,Summer,Tokyo,Others,Gold,Poland,Asia,Europe,Others
M,27,185,75,2000,Summer,Sydney,Fencing,Silver,France,Oceania,Europe,Combat
F,29,174,75,2016,Summer,Rio de Janeiro,Wrestling,Bronze,Russia,South America,Europe,Combat
M,21,187,72,1964,Summer,Tokyo,Fencing,Bronze,France,Asia,Europe,Combat
F,18,174,65,1984,Summer,Los Angeles,Handball,Silver,South Korea,North America,Asia,Ball
M,27,170,58.5,1972,Summer,Munich,Wrestling,Bronze,Finland,Europe,Europe,Combat
F,26,170,55,1984,Summer,Los Angeles,Fencing,Gold,China,North America,Asia,Combat
F,25,160,54,2016,Summer,Rio de Janeiro,Others,Gold,China,South America,Asia,Ball
F,27,178,68,2000,Summer,Sydney,Handball,Bronze,Norway,Oceania,Europe,Ball
F,23,180,64,2000,Summer,Sydney,Swimming,Bronze,Sweden,Oceania,Europe,Water
M,25,162,50,1980,Summer,Moskva,Rowing,Gold,Germany,Europe,Europe,Boat
M,25,183,80,2016,Summer,Rio de Janeiro,Cycling,Silver,New Zealand,South America,Oceania,Others
M,19,188,87,1976,Summer,Montreal,Canoeing,Bronze,Germany,North America,Europe,Boat
M,24,170,64,2004,Summer,Athina,Others,Silver,China,Europe,Asia,Target
M,26,178,68,1936,Summer,others,Track&Field,Gold,Finland,Europe,Europe,Race
F,26,180,80,1992,Summer,Barcelona,Rowing,Bronze,Germany,Europe,Europe,Boat
M,30,182,98,1998,Winter,Nagano,Others,Gold,Canada,Asia,North America,Ice
M,28,190,92,2016,Summer,Rio de Janeiro,Rowing,Silver,Australia,South America,Oceania,Boat
F,20,168,62,2006,Winter,Torino,Hockey,Silver,Sweden,Europe,Europe,Ice
M,20,198,85,1984,Summer,Los Angeles,Swimming,Silver,Germany,North America,Europe,Water
F,22,173,64,1976,Summer,Montreal,Canoeing,Bronze,Hungary,North America,Europe,Boat
M,21,172,60,2000,Summer,Sydney,Others,Gold,China,Oceania,Asia,Water
M,28,211,112,2016,Summer,Rio de Janeiro,Basketball,Silver,Serbia,South America,Europe,Ball
F,23,173,61,2008,Summer,Beijing,Football,Bronze,Germany,Asia,Europe,Ball
F,20,172,67,1980,Summer,Moskva,Handball,Silver,Serbia,Europe,Europe,Ball
M,24,202,108,1996,Summer,Atlanta,Handball,Gold,Croatia,North America,Europe,Ball
